timestamp,machine_id,machine_type,temperature,vibration,pressure,rotation_speed,current,operating_hours,maintenance_count,failure,hour,day_of_week,month,temp_rolling_avg,vibration_rolling_avg
2024-06-28 15:05:07.140138,MACHINE_001,Pump,61.46472744490335,3.9364856379906037,11.596302166544442,1506.130711605754,26.756483192929743,12716,7,1,15,4,6,61.46472744490335,3.9364856379906037
2024-07-03 20:25:07.140138,MACHINE_001,Conveyor,43.966373272336,1.2312137364478122,10.547889942040975,1795.0571114711097,24.523622199860338,45518,24,0,20,2,7,52.71555035861968,2.583849687219208
2024-07-05 09:54:07.140138,MACHINE_001,Compressor,71.44698322781743,5.803454899649269,20.432011734439733,1525.3768864997005,27.997370691604065,49222,26,1,9,4,7,58.959361315018924,3.657051424695895
2024-07-06 14:06:07.140138,MACHINE_001,Pump,36.6488513286057,2.492838709507164,14.258428741106492,1850.6646657690803,24.41455497908003,17296,10,0,14,5,7,53.38173381841562,3.3659982458987123
2024-07-06 22:14:07.140138,MACHINE_001,Motor,76.8859046825228,5.510018253451045,4.636868353182922,1642.720100056036,30.682431684984067,24450,13,1,22,5,7,58.082567991237056,3.7948022474091787
2024-07-08 20:58:07.140138,MACHINE_001,Motor,57.292639610016565,3.5183891506145297,7.530653533573289,1761.4240794816085,24.49451024455549,24154,14,0,20,0,7,57.2481504242597,3.7111829499339644
2024-07-12 04:09:07.140138,MACHINE_001,Motor,56.71671018083367,2.879913455601273,7.393068372644525,1876.035977058184,24.960686061500166,8689,6,0,4,4,7,59.79821780595923,4.040922893764656
2024-07-12 12:25:07.140138,MACHINE_001,Conveyor,43.03756190443093,1.2672910055696316,9.281329620661147,1841.2811818619457,26.355668658227287,34153,18,0,12,4,7,54.11633354128194,3.133690114948729
2024-07-12 15:17:07.140138,MACHINE_001,Generator,71.54933197142677,2.139736034631896,6.572126336472145,1788.7963439574776,23.155103561775313,29046,17,0,15,4,7,61.096429669846145,3.063069579973675
2024-07-16 19:49:07.140138,MACHINE_001,Generator,73.42075165801361,1.645930479739889,5.418704578292369,1799.5808031457177,24.666513719030306,9089,4,0,19,1,7,60.40339906494431,2.2902520252314438
2024-07-21 07:30:07.140138,MACHINE_001,Conveyor,40.31726137381444,1.8791120032964006,9.153684022534264,1816.3043813601028,25.199810433718714,39346,22,0,7,6,7,57.00832341770388,1.962396595767818
2024-07-23 19:06:07.140138,MACHINE_001,Compressor,68.45211717939806,3.9553552239918277,25.776908973138156,1879.9940313159047,24.422935699885187,19454,11,0,19,1,7,59.355404817416755,2.1774849494459287
2024-07-24 12:19:07.140138,MACHINE_001,Conveyor,41.69689870566016,1.581755397068878,11.030438785636791,1838.7440666719608,25.30700306000536,8843,4,0,12,2,7,59.08727217766261,2.240377827745778
2024-07-31 12:34:07.140138,MACHINE_001,Generator,74.70560181612798,1.8742598619233286,3.762745017125372,1795.4575179604071,24.285387187875703,28549,17,0,12,2,7,59.71852614660285,2.1872825932040647
2024-08-04 16:12:07.140138,MACHINE_001,Generator,88.65249415131875,5.242515987998265,1.7190255153992808,1582.9590203970745,30.861548352395193,46024,26,1,16,6,8,62.76487464526387,2.90659969485574
2024-08-04 20:04:07.140138,MACHINE_001,Generator,61.38186335066065,1.704994492824984,6.4011322364027325,1844.5296552454406,25.5261112100652,18689,12,0,20,6,8,66.97779504063313,2.8717761927614562
2024-08-05 04:44:07.140138,MACHINE_001,Generator,67.71779845966897,2.075719461995615,3.8615374088456957,1743.309066402063,25.21960168181355,45873,24,0,4,0,8,66.8309312966873,2.4958490403622138
2024-08-05 07:17:07.140138,MACHINE_001,Compressor,67.97314114078236,4.348570338986952,26.03469969608728,1861.159257751448,26.266803608443333,2310,1,0,7,0,8,72.08617978371174,3.0492120287458286
2024-08-09 23:23:07.140138,MACHINE_001,Generator,71.42089623043437,1.7220856610055386,5.555512646342248,1772.439404655417,24.582633186394915,40335,23,0,23,4,8,71.42923866657301,3.0187771885622707
2024-08-13 01:47:07.140138,MACHINE_001,Compressor,61.21997630704323,3.817801926874691,24.407256270588054,1828.2524656609312,25.528260760664438,16195,10,0,1,1,8,65.94273509771791,2.733834376337556
2024-08-13 08:57:07.140138,MACHINE_001,Pump,41.75874679251489,3.152786248550646,13.02193585813116,1813.0836926630936,24.248363728980713,10022,6,0,8,1,8,62.01811178608877,3.0233927274826886
2024-08-13 13:23:07.140138,MACHINE_001,Pump,54.03677418565412,4.082527475469104,11.271735346043602,1593.4109814538083,30.350843642826142,43109,22,1,13,1,8,59.28190693128579,3.424754330177386
2024-08-13 21:16:07.140138,MACHINE_001,Compressor,65.77843646925943,4.005638857595647,24.144467330094383,1835.3861480282321,25.517275427361305,1816,0,0,21,1,8,58.842965996981206,3.356168033899125
2024-08-15 18:02:07.140138,MACHINE_001,Generator,71.0195501630568,2.419574238775453,4.594848125197052,1810.80794992881,24.430187798330326,40432,23,0,18,3,8,58.7626967835057,3.4956657494531087
2024-08-16 18:21:07.140138,MACHINE_001,Motor,53.944232880275386,2.8977608833686683,7.373635243937901,1827.2330999660483,27.871475377360003,7343,5,0,18,4,8,57.30754809815213,3.3116575407519036
2024-08-20 05:57:07.140138,MACHINE_001,Motor,60.100997331808195,2.7636737129583704,8.969096846026755,1791.217399773876,25.15111887932093,48974,27,0,5,1,8,60.975998206010786,3.2338350336334485
